PhoId|MulId|MulPfadS|MulDateiS|filename
28498|195333|M_O\M_O0000-00999\M_O00000-00099|LN_O00072_028153|Solfjäder - Livrustkammaren - 28498.tif
13955|186896|M_DIG\M_DIG1000-1999\M_DIG1500-1599|lm_dig1539|Brännjärn, K7 - Livrustkammaren - 13955.tif
87303|190068|M_DIG\M_DIG4000-4999\M_DIG4900-4999|hm_dig4942_26932|Porträtt. Adolf von Bülow - Hallwylska museet - 87303.tif
85790|187168|M_DIG\M_DIG1000-1999\M_DIG1800-1899|sm_dig1837|Dokumentation Ridkonst - Skoklosters slott - 85790.tif
27351|199541|M_B\M_B13000-13999\M_B13800-13899|LN_B13803_016683|Uniformsrock buren av Karl XII vid Fredrikshall den 30 november 1718 - Livrustkammaren - 27351.tif
78493|197495|M_B\M_B11000-11999\M_B11600-11699|LN_B11609_014489|Luftbössa med luftreservoar i pipan, Tyskland, 1650-tal, i inv.1671 kallad en gammal väderbössa - Livrustkammaren - 78493.tif
26819|204245|M_B\M_B08000-08999\M_B08400-08499|LN_B08483_011363|Skenor till tassett, 1600-tal - Livrustkammaren - 26819.tif
18632|198077|M_B\M_B12000-12999\M_B12200-12299|LN_B12232_015112|Tröja utan ärmar - Livrustkammaren - 18632.tif
42863|192262|M_A\M_A00000-00999\M_A00600-00699|LN_A00605_000605|Ringkrage - David Kohl - Livrustkammaren - 42863.tif
60393|205687|M_B\M_B01000-01999\M_B01800-01899|LN_B01817_004697|Krutmått - Livrustkammaren - 60393.tif
67862|185729|M_DIG\M_DIG0000-0999\M_DIG0200-0299|lm_dig0212|Dokumentation, utställning, Gustav Vasa tur och retur, år 2004 - Livrustkammaren - 67862.jpg
34820|206977|M_B\M_B02000-02999\M_B02800-02899|LN_B02874_005754|Svärdsorden - Livrustkammaren - 34820.tif
87250|189988|M_DIG\M_DIG4000-4999\M_DIG4800-4899|hm_dig4889_1929|Konfektemballage. Vintermotiv. 2 damer handlar rostade kastanjer - Hallwylska museet - 87250.tif
1661|199470|M_B\M_B13000-13999\M_B13700-13799|LN_B13740_016620|Handhästtäcke till handhäst ur Ludvig XIVs gåva till Karl XI 1673, den s.k. franska gåvan - Livrustkammaren - 1661.tif
78179|204231|M_B\M_B08000-08999\M_B08400-08499|LN_B08469_011349|Höftskena - Livrustkammaren - 78179.tif
462|204764|M_B\M_B01000-01999\M_B01700-01799|LN_B01740_004620|Armborstspännare, s. k. tysk vinda - Livrustkammaren - 462.tif
61301|196593|M_B\M_B10000-10999\M_B10800-10899|LN_B10897_013777|Hilleström - stadsvy H E Charlottas intåg 1774 - Livrustkammaren - 61301.tif
25583|190221|M_DIG\M_DIG5000-5999\M_DIG5000-5099|lm_dig5037_12572|Detalj, seltyg - Livrustkammaren - 25583.tif
89381|189113|M_DIG\M_DIG3000-3999\M_DIG3400-3499|hm_dig3483|Garnityr, örhängen. Foto till boken: Ett sekel av dräkt och mode ur de Hallwylska samlingarna - Hallwylska museet - 89381.tif
68895|201633|M_B\M_B01000-01999\M_B01200-01299|LN_B01218_004098|Standar grå - Livrustkammaren - 68895.tif
90402|191458|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7152|Kakelflisa - Hallwylska museet - 90402.tif
87006|189832|M_DIG\M_DIG4000-4999\M_DIG4600-4699|sm_dig4642|Birgitta, Revelationes celestes, år 1500. Första textsidan. Sko ink 21 - Skoklosters slott - 87006.tif
86036|190671|M_DIG\M_DIG6000-6999\M_DIG6300-6399|lm_dig6309_25605|Tröja kröningsdräkt, Gustav II Adolf - Livrustkammaren - 86036.tif
449|204634|M_B\M_B01000-01999\M_B01600-01699|LN_B01610_004490|Tornersvärd, kort - Livrustkammaren - 449.tif
90586|191673|M_DIG\M_DIG7000-7999\M_DIG7300-7399|hm_dig7325|Fajans, skrivställ. 1926 - Hallwylska museet - 90586.tif
87117|189873|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4756_6975|Kopp med fat. Paris - Hallwylska museet - 87117.tif
84987|185779|M_DIG\M_DIG0000-0999\M_DIG0200-0299|lm_dig0264|Dokumentation, utställning, Gustav Vasa tur och retur, år 2004 - Livrustkammaren - 84987.jpg
86259|189368|M_DIG\M_DIG4000-4999\M_DIG4100-4199|hm_dig4156|Vindruvor och frukt i Röda Salongen. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86259.tif
69955|197719|M_B\M_B11000-11999\M_B11800-11899|LN_B11818_014698|Kraschan av Württembergska Kronans orden, kommendör med stora korset - Livrustkammaren - 69955.tif
34884|207573|M_B\M_B03000-03999\M_B03500-03599|LN_B03514_006394|Handhästtäcke ur en svit om tolv stycken med svenska riksvapnet.Tillhört Karl XI (1655-1697) - Livrustkammaren - 34884.tif
65183|194990|M_T\M_T10000-10999\M_T10900-10999|hm_t010954|Porslin - Hallwylska museet - 65183.tif
86995|189795|M_DIG\M_DIG4000-4999\M_DIG4600-4699|hm_dig4631|Reprofoto. Gruppbild. Personal - Hallwylska museet - 86995.tif
31067|186306|M_DIG\M_DIG0000-0999\M_DIG0800-0899|lm_dig0849|Detaljbild på stämpel, huggvärja, ca 1600-1650 - Livrustkammaren - 31067.tif
87990|191301|M_DIG\M_DIG6000-6999\M_DIG6900-6999|lm_dig6954|Web, rum D - Livrustkammaren - 87990.tif
86304|189396|M_DIG\M_DIG4000-4999\M_DIG4200-4299|hm_dig4200|Kök-Disk i serveringsrum. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86304.tif
25758|192336|M_A\M_A00000-00999\M_A00700-00799|LN_A00753_000753|Vapen, spets - Livrustkammaren - 25758.tif
65332|186600|M_DIG\M_DIG1000-1999\M_DIG1200-1299|lm_dig1242|Helbild, Bethlen Gabor - Livrustkammaren - 65332.tif
69615|204133|M_B\M_B08000-08999\M_B08400-08499|LN_B08418_011298|Höftskena - Livrustkammaren - 69615.tif
37058|195324|M_O\M_O0000-00999\M_O00000-00099|LN_O00063_028144|Vapensamling - Livrustkammaren - 37058.tif
885|200983|M_B\M_B05000-05999\M_B05900-05999|LN_B05970_008850|Flintlåsstudsare, som ursprungligen haft hjullås, sachsisk typ, ca 1630, lås 1600-talets slut - Livrustkammaren - 885.tif
8570|191743|M_A\M_A00000-00999\M_A00100-00199|LN_A00111_000111|Knäbuckla barnrustn - Livrustkammaren - 8570.tif
18583|197584|M_B\M_B11000-11999\M_B11700-11799|LN_B11742_014622|Kraschan för högsta graden av Salomoorden, Etiopien (Abessinien) - Livrustkammaren - 18583.tif
8996|204093|M_B\M_B01000-01999\M_B01400-01499|LN_B01491_004371|Livfana - Livrustkammaren - 8996.tif
90451|191499|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7193|Fajans, korgar, 1800-tal - Hallwylska museet - 90451.tif
86919|189697|M_DIG\M_DIG4000-4999\M_DIG4500-4599|hm_dig4591_7080|Kopp med fat. Capo di monte. Italien - Hallwylska museet - 86919.tif
22472|186097|M_DIG\M_DIG0000-0999\M_DIG0600-0699|lm_dig0639|Åkvagn m häst, höger sida - Livrustkammaren - 22472.tif
39586|186068|M_DIG\M_DIG0000-0999\M_DIG0500-0599|lm_dig0561|Statsvagn kupé, klädsel - Livrustkammaren - 39586.tif
77063|191779|M_A\M_A00000-00999\M_A00100-00199|LN_A00189_000189|Mössa - Livrustkammaren - 77063.tif
60368|204491|M_B\M_B01000-01999\M_B01500-01599|LN_B01567_004447|Fana m lejon - Livrustkammaren - 60368.tif
69759|206229|M_B\M_B09000-09999\M_B09800-09899|LN_B09858_012738|Axelpansar till Erik XIVs paradrustning - Livrustkammaren - 69759.tif
18433|196018|M_B\M_B10000-10999\M_B10200-10299|LN_B10242_013122|Bomsadel, Frankrike, 1600-talets mitt, till hästen Le Frontinaux - Livrustkammaren - 18433.tif
87092|189958|M_DIG\M_DIG4000-4999\M_DIG4700-4799|sm_dig4731|Atlas. Detalj - Skoklosters slott - 87092.tif
486|205879|M_B\M_B01000-01999\M_B01900-01999|LN_B01980_004860|Lakejsko, pumps, gjorda av mörkbrunt getskinn - Livrustkammaren - 486.tif
41100|187779|M_DIG\M_DIG2000-2999\M_DIG2400-2499|lm_dig2478_11550|Snapplåsbössa, v sida - Livrustkammaren - 41100.tif
35213|202404|M_B\M_B06000-06999\M_B06800-06899|LN_B06814_009694|Rikshärdoldens kåpa - Livrustkammaren - 35213.tif
26262|207025|M_B\M_B02000-02999\M_B02900-02999|LN_B02913_005793|Lilla serafimerordenkorset, tjänstetecken förunderofficiant vid KMO, modell efter 1856 - Livrustkammaren - 26262.tif
85708|186286|M_DIG\M_DIG0000-0999\M_DIG0800-0899|hm_dig0871|Hattutställning - Hallwylska museet - 85708.jpg
89170|188699|M_DIG\M_DIG3000-3999\M_DIG3000-3099|hm_dig3026|Porslin. Vit korg med blommor och guld i dekoren - Hallwylska museet - 89170.tif
73676|194816|M_T\M_T10000-10999\M_T10200-10299|hm_t10265|Rubelli - Utställning - Hallwylska museet - 73676.tif
86291|189383|M_DIG\M_DIG4000-4999\M_DIG4100-4199|hm_dig4187_19976|Gästboken. Carl Larssons signatur. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86291.tif
51425|192189|M_A\M_A00000-00999\M_A00600-00699|LN_A00626_000626|Flagga - Livrustkammaren - 51425.tif
43758|202260|M_B\M_B06000-06999\M_B06600-06699|LN_B06675_009555|Linne - Livrustkammaren - 43758.tif
9093|206579|M_B\M_B02000-02999\M_B02400-02499|LN_B02461_005341|Klinga till bardisan - Livrustkammaren - 9093.tif
90089|189015|M_DIG\M_DIG3000-3999\M_DIG3300-3399|hm_dig3385|Klänning, detalj. Foto till boken: Ett sekel av dräkt och mode ur de Hallwylska samlingarna - Hallwylska museet - 90089.tif
51689|200305|M_B\M_B00000-00999\M_B00300-00399|LN_B00386_003266|Dalarnas vapen - Livrustkammaren - 51689.tif
51278|190328|M_DIG\M_DIG5000-5999\M_DIG5100-5199|lm_dig5136_27997|Del av hästrustning - Livrustkammaren - 51278.tif
18281|204546|M_B\M_B08000-08999\M_B08700-08799|LN_B08722_011602|20 st snörband sk. bindikor - Livrustkammaren - 18281.tif
65175|194971|M_T\M_T10000-10999\M_T10800-10899|hm_t010874|Porslin - Hallwylska museet - 65175.tif
42846|192030|M_A\M_A00000-00999\M_A00400-00499|LN_A00435_000435|Detalj ovansida kolv hjullåspistoler - Livrustkammaren - 42846.tif
35645|196868|M_B\M_B11000-11999\M_B11100-11199|LN_B11134_014014|Dräktvärja - Livrustkammaren - 35645.tif
10216|199348|M_B\M_B13000-13999\M_B13600-13699|LN_B13691_016571|Gehäng till Karl XIs barnkolt ca 1660 - Livrustkammaren - 10216.tif
65016|194768|M_T\M_T09000-09999\M_T09200-09299|hm_t09284|Silver, kvarnbägare - Hallwylska museet - 65016.tif
77539|206070|M_B\M_B02000-02999\M_B02000-02099|LN_B02069_004949|Sporre, Tyskland ca 1600 - Livrustkammaren - 77539.tif
60328|201583|M_B\M_B01000-01999\M_B01100-01199|LN_B01167_004047|Standar(dragonfana?) med Karl XIIs namnchiffer - Livrustkammaren - 60328.tif
43373|206929|M_B\M_B02000-02999\M_B02800-02899|LN_B02825_005705|Flintlåspistol m: 1717 för Livskvadronen, Sverige (avkortad), tillverkad i Örebro - Livrustkammaren - 43373.tif
89438|186242|M_DIG\M_DIG0000-0999\M_DIG0700-0799|hm_dig0760|Dockan - Hallwylska museet - 89438.tif
70149|199488|M_B\M_B13000-13999\M_B13700-13799|LN_B13758_016638|Detalj stoppning? sadeltäcke - Livrustkammaren - 70149.tif
67163|187871|M_DIG\M_DIG2000-2999\M_DIG2500-2599|lm_dig2577|Kröningsdräkt, Karl XIII - Livrustkammaren - 67163.tif
5353|185951|M_DIG\M_DIG0000-0999\M_DIG0400-0499|lm_dig0492|Detaljbild på mönster, Gustav II Adolfs dräkt från Kleinwerder år 1627 - Livrustkammaren - 5353.tif
39659|187384|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2088|Snapplåspistol - Livrustkammaren - 39659.jpg
1466|197628|M_B\M_B11000-11999\M_B11700-11799|LN_B11790_014670|Kraschan för kommendör med stora korset av republiken Österrikes Förtjänstorden - Livrustkammaren - 1466.tif
87088|189954|M_DIG\M_DIG4000-4999\M_DIG4700-4799|sm_dig4727_10552|Astrolabium - Skoklosters slott - 87088.tif
56582|194862|M_T\M_T10000-10999\M_T10500-10599|sm_t10553_559|Souvenir. Gustaf II Adolfs liksvepning - Skoklosters slott - 56582.tif
22520|186966|M_DIG\M_DIG1000-1999\M_DIG1500-1599|lm_dig1560|Brännjärn, pappersetikett knuten runt med snöre - Livrustkammaren - 22520.tif
86293|189385|M_DIG\M_DIG4000-4999\M_DIG4100-4199|hm_dig4189_19976|Gästboken. Titelblad. Frilagt. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86293.tif
56771|186599|M_DIG\M_DIG1000-1999\M_DIG1200-1299|lm_dig1241|Helbild, Bethlen Gabor - Livrustkammaren - 56771.tif
17539|203879|M_B\M_B01000-01999\M_B01300-01399|LN_B01302_004182|Kompanifana liv-o hustrupper - Livrustkammaren - 17539.tif
60689|208769|M_B\M_B04000-04999\M_B04700-04799|LN_B04777_007657|Detalj spets spjut - Livrustkammaren - 60689.tif
34664|203893|M_B\M_B01000-01999\M_B01300-01399|LN_B01314_004194|Fana för Ods socken i Gäsene härad - Livrustkammaren - 34664.tif
86487|191095|M_DIG\M_DIG6000-6999\M_DIG6400-6499|lm_dig6445_3593|Barnbössa, flintlås. GIII-Hertig Karl - Livrustkammaren - 86487.tif
35624|196750|M_B\M_B10000-10999\M_B10900-10999|LN_B10924_013804|Norsk flagga med senare unionsmärket - Livrustkammaren - 35624.tif
18751|199237|M_B\M_B13000-13999\M_B13400-13499|LN_B13422_016302|Flintlåspistol, Frappier et Monlong. Paris ca 1680-1684 - Livrustkammaren - 18751.tif
8189|187976|M_DIG\M_DIG2000-2999\M_DIG2600-2699|lm_dig2696|Dokumentation, Livrustkammarens basutställning, Rum C - Livrustkammaren - 8189.tif
18188|203371|M_B\M_B07000-07999\M_B07700-07799|LN_B07792_010672|Granatgevär med flintlås, Zella, 1700-talets början - Livrustkammaren - 18188.tif
10096|198291|M_B\M_B12000-12999\M_B12400-12499|LN_B12491_015371|Skiss till framsidan av solfjäder , skänkt till drottning Josephina 1873 - Livrustkammaren - 10096.tif
30316|194594|M_T\M_T04000-04999\M_T04600-04699|hm_t04680|Interiör år 1968. Gästrum - Hallwylska museet - 30316.tif
85229|187304|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2013|Dokumentation, utställningen "5 Crossings Borders" år 2005-2006 - Livrustkammaren - 85229.tif
78395|196377|M_B\M_B10000-10999\M_B10600-10699|LN_B10629_013509|Hjullåstudsare - Livrustkammaren - 78395.tif
87898|191193|M_DIG\M_DIG6000-6999\M_DIG6800-6899|hm_dig6863|Interiör serveringsrummet - Hallwylska museet - 87898.tif
43182|201337|M_B\M_B00000-00999\M_B00900-00999|LN_B00915_003795|Bröstharnesk. 1600-talets början, senare omgjort till livdrabantharnesk el- liknande - Livrustkammaren - 43182.tif
18783|199472|M_B\M_B13000-13999\M_B13700-13799|LN_B13742_016622|Handhästtäcke till handhäst ur Ludvig XIVs gåva till Karl XI 1673, den s.k. franska gåvan - Livrustkammaren - 18783.tif
61293|196613|M_B\M_B10000-10999\M_B10800-10899|LN_B10817_013697|Bösspipa, tillverkad av Nils Lorens Björkman under dennes utrikesresa - Livrustkammaren - 61293.tif
34818|206957|M_B\M_B02000-02999\M_B02800-02899|LN_B02854_005734|Schabrak för handhäst, röd botten, utfört 1621 i Peter Spierincks fabrik i Delft - Livrustkammaren - 34818.tif
87646|191146|M_DIG\M_DIG6000-6999\M_DIG6800-6899|lm_dig6802|Till boken - utställningen Kunglig Vintage - Livrustkammaren - 87646.tif
35664|197194|M_B\M_B11000-11999\M_B11300-11399|LN_B11324_014204|Miniatyrsabel, stickert?, Sverige 1816 - Livrustkammaren - 35664.tif
778|208900|M_B\M_B04000-04999\M_B04900-04999|LN_B04900_007780|Värja, Tyskland ca 1840-1850, eftergjord, imiterande svärdstyp från 1600-talets början - Livrustkammaren - 778.tif
86310|189402|M_DIG\M_DIG4000-4999\M_DIG4200-4299|hm_dig4206|Kök-Separator, Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86310.tif
77959|201846|M_B\M_B06000-06999\M_B06200-06299|LN_B06269_009149|Fickur, J. Bellete, London 1700-1701 - Livrustkammaren - 77959.tif
90091|189017|M_DIG\M_DIG3000-3999\M_DIG3300-3399|hm_dig3387|Klänning och hatt, detalj - Hallwylska museet - 90091.tif
86014|190657|M_DIG\M_DIG6000-6999\M_DIG6200-6299|lm_dig6296_1160|Etui till medalj 1160, Svenska Kennelklubbens guldmedalj - Livrustkammaren - 86014.tif
69268|208943|M_B\M_B04000-04999\M_B04900-04999|LN_B04948_007828|Huggvärja, Frankrike, 1700-talets mitt - Livrustkammaren - 69268.tif
15780|187748|M_DIG\M_DIG2000-2999\M_DIG2400-2499|sm_dig2421_11969|Slejfsko, Karl XI - Skoklosters slott - 15780.tif
87007|189833|M_DIG\M_DIG4000-4999\M_DIG4600-4699|sm_dig4643|Birgitta, Revelationes celestes, år 1500, Kolofon. Sko ink 21 - Skoklosters slott - 87007.tif
86256|189366|M_DIG\M_DIG4000-4999\M_DIG4100-4199|hm_dig4153_11302|Brödrost. Utställningen "Smak av svunnen tid" år 2007 - Hallwylska museet - 86256.tif
32599|187629|M_DIG\M_DIG2000-2999\M_DIG2300-2399|lm_dig2328_17544|Karusellsko - Livrustkammaren - 32599.tif
52754|196786|M_B\M_B11000-11999\M_B11000-11099|LN_B11036_013916|Rock till Karl XIV Johans kröningsdräkt - Livrustkammaren - 52754.tif
87765|188874|M_DIG\M_DIG3000-3999\M_DIG3200-3299|hm_dig3246|Reprofotografi av bild från resealbum, i samband med utställningen Samtida venetianskt konstglas - Hallwylska museet - 87765.tif
88011|191322|M_DIG\M_DIG6000-6999\M_DIG6900-6999|sm_dig6975|Web, ofullbordade salen. Detalj. Stöpslev - Skoklosters slott - 88011.tif
8771|193703|M_A\M_A02000-02999\M_A02100-02199|LN_A02121_002121|Häststjärna - Livrustkammaren - 8771.tif
90453|191501|M_DIG\M_DIG7000-7999\M_DIG7100-7199|hm_dig7195|Fajans, skål, 1600-1700- tal - Hallwylska museet - 90453.tif
838|200441|M_B\M_B05000-05999\M_B05500-05599|LN_B05500_008380|Lövsåg - Livrustkammaren - 838.tif
75430|187598|M_DIG\M_DIG2000-2999\M_DIG2300-2399|lm_dig2345_31262-63|Gustav IIIs skor till revolutionsuniformen - Livrustkammaren - 75430.tif
34432|193329|M_A\M_A01000-01999\M_A01800-01899|LN_A01874_001874|Sveptröja - Livrustkammaren - 34432.tif
85966|188843|M_DIG\M_DIG3000-3999\M_DIG3100-3199|sm_dig3198_11366|Interiör. Omgång, fjärde våningsplanet. Korgflätad säng - Skoklosters slott - 85966.tif
34713|205663|M_B\M_B01000-01999\M_B01800-01899|LN_B01804_004684|Snapplåspistol, skotsk typ B, John Alison (Alysoun), Dundee 1613 - Livrustkammaren - 34713.tif
17174|192098|M_A\M_A00000-00999\M_A00500-00599|LN_A00532_000532|Packsadel - Livrustkammaren - 17174.tif
68814|200526|M_B\M_B00000-00999\M_B00400-00499|LN_B00408_003288|Lock till sabeltaska - Livrustkammaren - 68814.tif
8597|191962|M_A\M_A00000-00999\M_A00300-00399|LN_A00381_000381|Standar Livregementet - Östergötlands vapen - Livrustkammaren - 8597.tif
17417|199898|M_B\M_B00000-00999\M_B00000-00099|LN_B00082_002962|Pistoler - Livrustkammaren - 17417.tif
86784|189727|M_DIG\M_DIG4000-4999\M_DIG4500-4599|sm_dig4548_35|Bägare i noshörningshorn - Skoklosters slott - 86784.tif
30775|194756|M_T\M_T09000-09999\M_T09200-09299|hm_t09270|Presenterbrickor, ett par-Footed salvers - Hallwylska museet - 30775.tif
59966|192022|M_A\M_A00000-00999\M_A00400-00499|LN_A00427_000427|Vapen - Livrustkammaren - 59966.tif
26916|205452|M_B\M_B09000-09999\M_B09400-09499|LN_B09453_012333|Flintlåsbössa - Livrustkammaren - 26916.tif
89287|188998|M_DIG\M_DIG3000-3999\M_DIG3300-3399|hm_dig3368|Kokerskemössa av vit bomullslinong - Hallwylska museet - 89287.tif
78241|205093|M_B\M_B09000-09999\M_B09000-09099|LN_B09089_011969|Officersskärp - Livrustkammaren - 78241.tif
33875|187938|M_DIG\M_DIG2000-2999\M_DIG2600-2699|lm_dig2699|Dokumentation, Livrustkammarens basutställning, Rum C - Livrustkammaren - 33875.tif
69131|207632|M_B\M_B03000-03999\M_B03500-03599|LN_B03578_006458|Handhästtäcke till handhäst ur Ludvig XIVs gåva till Karl XI 1673, den s.k. franska gåvan - Livrustkammaren - 69131.tif
60235|200152|M_B\M_B00000-00999\M_B00200-00299|LN_B00237_003117|Ringbrynja - Livrustkammaren - 60235.tif
87732|190940|M_DIG\M_DIG6000-6999\M_DIG6600-6699|sm_dig6678|Indianföremål. Bärbindel, bärrem - Skoklosters slott - 87732.tif
52194|200353|M_B\M_B05000-05999\M_B05400-05499|LN_B05436_008316|Flacktång, plattång - Livrustkammaren - 52194.tif
73113|194588|M_T\M_T04000-04999\M_T04600-04699|hm_t04625|Hwy Gården - Hallwylska museet - 73113.tif
89047|189178|M_DIG\M_DIG3000-3999\M_DIG3500-3599|lm_dig3570|Dopklänning. Till boken Kanonsalut och vaggor - kungliga födslar och dop av Lena Rangström - Livrustkammaren - 89047.tif
52302|202108|M_B\M_B06000-06999\M_B06500-06599|LN_B06516_009396|Gustav II Adolfs Lützenkyller - Livrustkammaren - 52302.tif
43156|201067|M_B\M_B00000-00999\M_B00600-00699|LN_B00655_003535|Balja till dolk, quaddare nr 7439, Persien (Iran) - Livrustkammaren - 43156.tif
9029|205696|M_B\M_B01000-01999\M_B01800-01899|LN_B01821_004701|Hjullås, Italien, 1600-talets första hälft - Livrustkammaren - 9029.tif
52011|207658|M_B\M_B03000-03999\M_B03600-03699|LN_B03606_006486|Schabrak svart m guldbroderier, krönt C - Livrustkammaren - 52011.tif
31031|186119|M_DIG\M_DIG0000-0999\M_DIG0600-0699|lm_dig0610|Vagnskorg dormeuse, bakifrån - Livrustkammaren - 31031.tif
22491|186462|M_DIG\M_DIG1000-1999\M_DIG1000-1099|lm_dig1090|Medalj Världsutställningen i Paris, frånsida - Livrustkammaren - 22491.tif
13896|186016|M_DIG\M_DIG0000-0999\M_DIG0500-0599|lm_dig0508|Hovsorgvagn berlinare, detalj tidigare kläsel - Livrustkammaren - 13896.tif
59838|190319|M_DIG\M_DIG5000-5999\M_DIG5100-5199|lm_dig5127_27982|Detalj, Del av seldon - Livrustkammaren - 59838.tif
69609|204036|M_B\M_B08000-08999\M_B08300-08399|LN_B08358_011238|Pilkoger t bågkoger 7779 - Livrustkammaren - 69609.tif
18029|201883|M_B\M_B06000-06999\M_B06200-06299|LN_B06202_009082|Värja, klinga Jacob Brach, Solingen, 1600-talets början, "som Sahl. Majestät oftast förde" - Livrustkammaren - 18029.tif
5346|186126|M_DIG\M_DIG0000-0999\M_DIG0600-0699|lm_dig0617|Vagnskorg, vänster sida - Livrustkammaren - 5346.tif
62745|195376|M_O\M_O0000-00999\M_O00100-00199|LN_O00136_028217|Jubileumssköld - Livrustkammaren - 62745.tif
26063|201345|M_B\M_B00000-00999\M_B00900-00999|LN_B00923_003803|Fanspets, Sverige ca 1685-1695 - Livrustkammaren - 26063.tif
18065|202147|M_B\M_B06000-06999\M_B06500-06599|LN_B06562_009442|Kista "dödekläder" Gustav II Adolf -Gustav III - Livrustkammaren - 18065.tif
74790|187513|M_DIG\M_DIG2000-2999\M_DIG2200-2299|lm_dig2225_27343|Sko - Livrustkammaren - 74790.tif
933|202019|M_B\M_B06000-06999\M_B06400-06499|LN_B06450_009330|Ringkrage för överste, Sverige 1672-1697 - Livrustkammaren - 933.tif
87116|189872|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4755_6874|Porslinsfigurer. Årstiderna - Hallwylska museet - 87116.tif
17035|190324|M_DIG\M_DIG5000-5999\M_DIG5100-5199|lm_dig5132_27992|Bridongbett - Livrustkammaren - 17035.tif
69129|207612|M_B\M_B03000-03999\M_B03500-03599|LN_B03558_006438|Hästtäcke, blå karossen - Livrustkammaren - 69129.tif
18518|196839|M_B\M_B11000-11999\M_B11000-11099|LN_B11092_013972|Fredrik Is dräkt - Livrustkammaren - 18518.tif
9401|200477|M_B\M_B05000-05999\M_B05500-05599|LN_B05541_008421|Fyrkantfil - Livrustkammaren - 9401.tif
77119|192284|M_A\M_A00000-00999\M_A00700-00799|LN_A00749_000749|Stickvapen - Livrustkammaren - 77119.tif
86511|189566|M_DIG\M_DIG4000-4999\M_DIG4300-4399|sm_dig4391|Exteriörbilder. Vår. Stenhuset - Skoklosters slott - 86511.tif
34694|204638|M_B\M_B01000-01999\M_B01600-01699|LN_B01614_004494|Rustningsfragment fem delar - Livrustkammaren - 34694.tif
87915|191210|M_DIG\M_DIG6000-6999\M_DIG6800-6899|hm_dig6880|Detalj stora salongen - Hallwylska museet - 87915.tif
13914|185952|M_DIG\M_DIG0000-0999\M_DIG0400-0499|lm_dig0493|Detaljbild på tyg, Gustav II Adolfs älghudskyller från Dirschau år 1627 - Livrustkammaren - 13914.tif
87105|189861|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4744_6467|2 fat. Meissen - Hallwylska museet - 87105.tif
69375|201754|M_B\M_B06000-06999\M_B06000-06099|LN_B06018_008898|Pistolhölster, metallskott - Livrustkammaren - 69375.tif
35587|196290|M_B\M_B10000-10999\M_B10500-10599|LN_B10554_013434|Tröja av svart sidenrips med spetsgarnering - Livrustkammaren - 35587.tif
13149|194581|M_T\M_T04000-04999\M_T04200-04299|hm_t04248|Katalogen - katalogverket - Hallwylska museet - 13149.tif
26240|206803|M_B\M_B02000-02999\M_B02600-02699|LN_B02693_005573|Vasaorden kors kmstk - Livrustkammaren - 26240.tif
89110|187229|M_DIG\M_DIG1000-1999\M_DIG1900-1999|hm_dig1984|Porslin. En bägare med blomsterdekor - Hallwylska museet - 89110.tif
52238|200887|M_B\M_B05000-05999\M_B05800-05899|LN_B05876_008756|Sabel med egyptisk klinga (Mohammed al-Misri?) och östeuropeiskt fäste - Livrustkammaren - 52238.tif
43254|204659|M_B\M_B01000-01999\M_B01600-01699|LN_B01635_004515|Schatull av trä, fanerat med jakaranda - Livrustkammaren - 43254.tif
18754|199287|M_B\M_B13000-13999\M_B13400-13499|LN_B13452_016332|Ziskas svärd - Livrustkammaren - 18754.tif
87149|189941|M_DIG\M_DIG4000-4999\M_DIG4700-4799|hm_dig4788_6940|Vas med frostblommor - Hallwylska museet - 87149.tif
68109|187292|M_DIG\M_DIG2000-2999\M_DIG2000-2099|lm_dig2001|Dokumentation, utställningen "5 Crossings Borders" år 2005-2006 - Livrustkammaren - 68109.tif
49396|186716|M_DIG\M_DIG1000-1999\M_DIG1300-1399|lm_dig1307|Utställningsbild Fäktutställningen - rum 2 stora montern - Livrustkammaren - 49396.tif
17734|207358|M_B\M_B03000-03999\M_B03200-03299|LN_B03252_006132|Flintlåswenderbössa, Louis le Conte, Paris ca 1660, dekoren signerad Berain - Livrustkammaren - 17734.tif
87210|190005|M_DIG\M_DIG4000-4999\M_DIG4800-4899|sm_dig4849|Exteriör. Nordöstra tornet med omgivning - Skoklosters slott - 87210.tif
51821|204734|M_B\M_B01000-01999\M_B01700-01799|LN_B01706_004586|Skänkel till stångbett - Livrustkammaren - 51821.tif
18769|199359|M_B\M_B13000-13999\M_B13600-13699|LN_B13602_016482|Pistoltillbehör - Livrustkammaren - 18769.tif
