KueId|KueVorNameS|KueNameS|KudDatierungS|KudJahrVonL|KudJahrBisL|KudOrtS|KudLandS|KueFunktionS|ObjId
13562|Desiderius|Kolman (Helmschmied)||||||harneskmakare|63365;63359
13570|Paul Hinrich|Heller|||||||16828
13575|Ernst|Hellgren||||||kapten|42343
13579|Erik|Hellman|||||||13480
13586|Karl Petter|Hellström||||||instrumentmakare|46495
13587|Petter|Hellström||||||instrumentmakare|46495
13588|Carl|Hellström||||||kapten|46082;47992;39796
13612|Carl Gottfrid von|Helvig (Helwig)||||||generalfälttygmästare|51965
13666|Petter|Henning d.ä.||||||guldsmed|16273
13671|Francois|Henouil, Henoul||||||bössmed|45802
13672|Guillaume|Henoul (Henouil)||||||bössmed|45802
13683||Henrietta Maria av Frankrike||||||drottning|23364
13703|Claude|Henrion||||||skulptör|52167
13747|Johan|Herazcek||||||hovsvärdfejaren|43819
13758|Augustinus|Herden||||||pärlstickare|62119;56375;56376
13774|Sebastian|Hernantez||||||klingsmed|42007
13789|Zacharias|Herold||||||bössmed|39759
13797||Mexia Herrero y Cie||||||guldsmedsfirma|52367;52365
13799|Eduard|Herrlinger||||||solfjädermakare|14420
13809||Hedvig Eleonora av Sverige|*23.10.1636|1636||Gottorps slott|Tyskland, Holstein-Gottorp|drottning|36461;41087;56165;60892;47191;42752;21923;45996;45606;40898;46742;43657;43656
13841||Hessenberg & C:o|||||||16552
13853|von|Heuduck||||||Löjtnant|45470
13896||Hitching|||||||52183;52182;52188
13898||Henrik IV av Frankrike||||||kung|46473
13902||Hjelm||||||Löjtnant|43764
13915|Erik G:son|Hjort|1832*-1922+|1832|1922|Råsta, Kisa|Sverige|jägmästare|42928;68570
13922|Anna|Hjorth|||||||63719
13924|Jacob Wilhelm|Hjortsberg||||||guldsmed|37021;37028
13946|Carl Fredrik Lotarius|Hochschild||||||Utrikesminister|38814;38813;37016
13981|H|Hoffman||||||borgmästare|39631
13990|Olof|Hoffman||||||Konstnär|53629;53471;53344;53409;53269
14005|Carl|Hofverberg||||||konstnär|32633;53238
14066|Harald|Holm||||||kapten|42129
14067|Johan Jönsson|Holm||||||guldsmed|46605
14084|N E|Holm|||||||46846
14090|Axel Emanuel|Holmberg||||||Pastor, fornforskare|55931;69168
14094|D|Holmberg||||||myntmästare|52761
14100|Torolf|Holmboe||||||konstnär|37324
14105|Anders|Holmgren||||||bössmed|46668
14126|H M|Holmström||||||brodör|38860;38862;38865
14133|Hjalmar Mauritz Ludvig|Holst||||||major|42813;46510;40153;46586;44042;46598;46668;46670;41228
14134|Johan Hübner von|Holst||||||generalmajor|57168;52405;36646;57169
14157|Wilhelm|Hondius||||||kopparstickare|31771
14160|I|Honig||||||Skräddare|68033;67862;55646
14192|Jan Josef|Horemans|1682 - 1759|1682|1759|Antwerpen|Belgien|Konstnär|15636
14196|Arvid Bernhard|Horn af Ekebyholm|1664* - 1742+|1664|1742|Ekebyholm|Sverige|greve, lantmarskalk|63572;45428;63570
14199|Claes Fredrik Claesson|Horn af Åminne||||||greve, major|65740
14200|Evert|Horn af Kanckas||||||fältmarskalk|41604
14201|Henrik|Horn af Kanckas||||||friherre, fältmarskalk|41089
14202|Henrik A B C|Horn af Åminne||||||greve, ryttmästare|63570
14206|Gustaf Evertsson|Horn af Marienborg||||||friherre, fältmarskalk mm|22236
14211|Clemens|Horn||||||klingsmed|44494
14212|Adam|Horn af Ekebyholm||||||riksråd, greve|52170
14214|Astrid|Horn af Åminne f. Wawrinsky||||||grevinna|63572;63570
14215|Bengt|Horn af Åminne||||||friherre, riksråd, fältmarskalk|23227
14220|Fredrika Eleonora|Horn af Ekebyholm||||||grevinna|24389
14230||Ismael Pascha||||||pascha|44152
14234||Ismail I||||||shah|43821
14235||Ismael I||||||shah|43821
14238|Israel|Israelsson||||||herr|61133
14239|Israel|Israelsson||||||herr|61133
14244||Ivan IV av Ryssland||||||tsar|56957
14254|de|Ivry||||||friherre|13890
14313||Horrmann||||||bössmed|47527
14342|E|Hours||||||guldsmed|37731
14367||Hedvig Sofia av Sverige|*26.6.1681|1681||Stockholm|Sverige|prinsessa|37722;55528
14412|Anselm van|Hulle|1601-1674|1601|1674|||konstnär|21991;31269
14415|Johannes|Hult||||||bössmed, bonde|52796;39953
14427|Carl A|Hultgren||||||bössmed|52596
14460|Carl|Hård af Segerstad||||||Riksjägmästare|41989;39478
14473|Paco|Hårleman||||||Överstelöjtnant|45802
14474|Carl|Hårleman||||||Överintendent|67846;67847;70264;55782
14507|Jules de|Jardin|||||||48762
14540||Johan av Östergötland|*18.4.1589|1589||Uppsala slott|Sverige|hertig|32325
14543||Johann Georg I av Sachsen||||||kurfurste|32285
14547||Johan Kasimir av Pfalz-Zweibrücken|*12.4.1589|1589|||Tyskland|pfalzgreve|37727
14548||Johan II Kasimir av Polen||||||kung|59186;49573;49570
14569||Johansson||||||Skridskomakare|43643
14657|Nils von|Lantingshausen von Höpken||||||Löjtnant|46506;52008;46516;47891;52785;52006;47845;46470;46509;47018;47890;52783;52005
14659|Nils Albrekt von|Höpken||||||friherre, lantmarskalk|51355;50267
14670|Johann Gregor|Höroldt|||||||21825
14675|Conrad|Höss d y||||||tenngjutarmästare|13485
14676|Karl|Höyer, zur Höije, Högie, von der Högde||||||Konstnär|59834
14680|Georg|Iacobi (Jacobi)|1865* - 1949+|1865|1949|Stocksund|Sverige|Byråchef|40167;40186
14700|Arvid|Ifvarsson||||||herr|39522
14746|Abraham Balthasar|von Im Hoff|24.6.1773 - 16.9.1859|1773|1859||Schweiz|Statsman|13455
14753||Ingeborg, hertiginna av Västergötland||||||prinsessa|55617;51858;51860;53920;17739;51859
14765||Ingrid av Danmark||||||drottning|52182;52188;52187
14796|Isak|Isacsz (Isacsen)||||||konstnär|23240
14797|Magnus P R|Isaeus||||||Professor, arkitekt|47499
14852|Aron|Jacobsen||||||signetmakare|37667
14867|Nicolas|Jacques||||||Konstnär|37028
14880|C|Jacquinet||||||konstnär, gravör|40855;41084
14886|Johannes|Jaeger (Jäger)||||||hovfotograf|15279
14902|Jean (Bror Johan)|Jahnson|1854* - 1944+|1854|1944|Stockholm|Sverige|generalkonsul|46256;42253;58620;40167;56683;47087;59585;49224
14909|Theodor|Jakobsson|1863* - 1952+|1863|1952|Stockholm|Sverige|överste, styresman AM|42204;55357
14913|Marianne|Jakobsson||||||överstinna|42204
14952|Cornelis|Jansen||||||bössmed|45431
14980|Gerda|Jansson||||||sömmerska|16003
14982|Rickard|Jansson||||||sadelmakare|42825
15025|J|Jasselin||||||Antikhandlare|11672
15074|Charles|Jennens||||||knappmakare|49824
15124||Johan (Sverkersson) I av Sverige||||||kung|61275;56771;56772;56773
15128||Johan III av Sverige|*20.12.1537|1537||Stegeborgs slott|Sverige|kung|50404;59745;59744;21920;44494;59743;59362;53549;59360;59361;59748;59749;46544;62606;62710;59502;59503;59751;36756;59752;59754
15136|Georg Henrik|Jägerhorn||||||Generallöjtnant|42111
15141|Hans|Järta  (Hierta)||||||Landshövding, riksarkivarie|37606
15149|Jöns|||||||mjölnare|39595
15194|Harry Ax:son|Johnson||||||legationsråd|55477
15197|Iver|Johnson||||||bössmed|70200
15239||Kellner||||||knivsmed|42084
15244|Kilian|Kelson (Kiellson, Kelsson)||||||guldsmed|21507
15246|Georg|Kordenbusch|||||||13501
15400|Jonas|Jonsson|||||||52653
15407|Jacob|Jordaens|1593 - 1678|1593|1678|||Konstnär|32442
15409|Mikael|Jordan||||||överste|24407
15416|Torjus Leifson|Jore||||||gårdsbrukare|39640
15426||Josefina av Sverige|*14.3.1807|1807||Milano|Italien|drottning|45185;52066;57613;68036;36565;52171;42182;42239;66663;55636;68370;55646;55672;42784;37661;37456;39176
15428||Josephine av Frankrike||||||kejsarinna|55672
15524||Katarina II av Ryssland||||||Kejsarinna|43846;56287
15525||Karl II av Spanien||||||kung|42688;42691;42690;42681;42680;42683;42682;42678;42679;42687;42686;42689;42685;42676;42677;42684
15529|Wolffgang|Kilian||||||konstnär|32613
15558|Johan Wilhelm|Kindt||||||klingetsare|46082;43005;41517;46455;47506;50110
15601|Jacob|Kirchner||||||dr.teol.|13578
15617|Carl Reinhard|Kirschbaum||||||klingsmed, revolvermakare|39975
15633|Melchior|Jung|||||||21912
15662|Christian Gottfried|Jüchtzer|||||||17706;18006;17392;17445;18001
15665|Simon|Jüterbock||||||hovsadelmakare|45561;45560;43859;45568;62819;43867;44581;43865;44564;43866;44046;68044;45546
15681|Samuel|Jönsson|||||||39568
15698||Karl August (Christian August) av Sverige||||||kronprins|36733;61715;52405;57168;57169;51965;37658
15703||Fr. Kaedings Efterträdare, Zittorin & Lundvik.||||||Hovskräddare|8052;8251;8250;46846;50417;8147;8248;8249;48041;8246;7465
15705|Lars|Kagg||||||greve, riksmarsk|50211;23522;50204
15709|Edouard|Kahlert|1850 - 1931|1850|1931|Eisenach - Berlin|Tyskland|Hovantikvarie, antikhandlare|17478;17763;17575;17766;17470;17471;17472;18005;17675;18006;17392;16689;17845;17551;18001;17520;13482;13486;17562;17565;17795;17399;17398;17408;17390;17393;17406;17395;17394;13502;11344;11678;11679;16878;13492;13493;13494;17229;17786;17787;17784;17785;17553;17552;17780;17781;17706;17702;17534;17417;17907;17490;17861;17860;17866;17865;17314;16389;17463;17542;17546;17737;17871;17738;17302;11617;17300;17304;17309;16330;17435;17437;17430;17801;11345;17802;17805;17729;16666;17743;17420;13512;11509;11507;11502;17835;17557;17880;17441;17440;17443;17442;17445;17609;17606;17600;17759;17686;17811;17816;17299;17528;17527;17523;16422;17521;13458;17956;17666;17451;17456;17455;17419;16828;17693;17695;17829;17828;17827;17699;17825;13503;17746;17747;17591;17590;17595;13463;13504;17599;13505;11710;17775;17773;17466;17464;17508;17462;17461;17778;20570;17665;17833;17660;16693;16690;16698;13501;39512;17725
15740|Peter|Kalthoff||||||bössmed, konstruktör|38569;38571
15751|Hans (Jan)|Kaluza||||||stockmakare|39523
15758|Martin|Kamerer||||||bössmed|47437
15776||Kaplan||||||Antikhandlare|52771
15781|Heinrich|Kappell||||||Hovbössmed|38568;41067;41068;54280;54281
15786|Ahmed|Karamanli||||||pascha|45589;44571;44465;44464
15793|Simon|Karimo||||||matthandlare|44295
15794||Karin Månsdotter av Sverige|*1550|1550||Stockholm|Sverige|drottning|52220;68043
15801||Karl Adolf||||||prins|58044;58040;58042;58037;58462;58461;58039;57943
15812|Jan|Knoop||||||bössmed|42841
15813|Heinrich|Knopf||||||harnesksmed|62759;62758;62740
15819|Laurids|Knudsen||||||bössmed|46715
15830|Madeleine|Karlewski, f. Axelson-Johnson||||||fru|55477
15834||Karl Gustav av Sverige||1782|1783|||prins|58319;58068
15836||Karl av Hessen-Kassel||||||lantgreve|46173;36781
15843||Karl Oskar Vilhelm Fredrik av Sverige||||||prins|55725;51798
15854|Peter|Karlsson|||||||39595
15862|Arvid|Karlsteen||||||konstnär, gravör|39121
15865||Karolina av Sachsen||||||drottning|42164
15874||Kaskel||||||generalkonsul|39486
15881|J van de|Kasteele||||||konstsamlare|14158
15887||Katarina av Sverige|*10.11.1584|1584|1638|Nyköpingshus|Sverige|prinsessa|37727
15891||Katarina av Pfalz-Zweibrücken||||||pfalzgrevinna|56285
15896|Sergej|Kaudacheff||||||prins|14138
15899|Anders David|Kaufmann||||||pistolsmed|40154
15925|Svante Gustav Adolf|Kede||||||konstnär|44273
15941||Keibel, J||||||guldsmed|36901;38039;38008;36886;38006;38016;38041;36659;36658;38027;37506;38047;37448;37959;38048;38049;38029;38018
15951|Christoph|Keiner||||||bössmed|45461
15974||Kelb Ali; Kalb 'Alî Isfahânî||||||klingsmed (flera)|43821;43856
15978|Johann Balthasar|Keller||||||bössmed|40846
15979|Alexander|Keller||||||greve|43884;46250;40260;44241;59538;43196;40342;43911;41234;40143;43741;43766;43760;43584;46247;46260;44302;44276;46249;43854;43203;43200;41867;43872;53679;45893;43606;40280;43848
15980|Theodor|Keller||||||greve, general|43884;46250;40260;44241;59538;43196;40342;43911;41234;40143;43741;43766;43760;43584;46247;46260;44302;44276;46249;43854;43203;43200;41867;43872;53679;45893;43606;40280;43848
15982|Johan Wilhelm von|Keller||||||resident|44303
16048|Gotthard|von Kettler av Kurland||||||Hertig|46555;46554;46556
16049|Jakob|von Kettler av Kurland||||||Hertig|33314
16058|Clemens|Keuller||||||klingsmed|41775
16074|H|Key-Åberg||||||med. dr|67435
16075||Karl Filip, hertig av Värmland|*22.4.1601|1601||Revals slott|Estland|prins|60023;56962;66385;60025;60027;60032;60030;60022;60029
16104|Lars|Kitzling (Kietzling)|||||||31791
16107||Karl IX av Sverige|*4.10.1550|1550||Stockholms slott|Sverige|kung|46539;67563;67562;62757;53640;62618;37820;62758;36457;37819;46321;46547;62746;62742;62740;40429;36462;36463;36464;44494;36465;36697;44495;38202
16111|Karl Fredrik|Kiörboe||||||konstnär|32581;32578;32584;32587
16158|Jean-Baptiste|Kléber||||||general|43749
16164|Schweder Didrik|Kleihe||||||resident|40192
16166|Wilhelm|Klein||||||klingsmed|40163;46583;41579
16225|Friedrich Heinrich|Klinck||||||guldsmed|17382
16235|Gert Adolf|Klingspor|1753-11-30 - 1814-10-03|1753|1814|||Ryttmästare|48896
16241|Gustaf Adolf|Klingspor|1748-09-21 - 1800-11-28|1748|1800|||Hovstallmästare|40584
16256|Henrik Christoffer|Klint||||||guldsmed|38409
16261|Carl|Klinteberg||||||Skomakare|67884
16277||Knauer||||||guldsmed|38068
16279|Peter Wilhelm|Knecht||||||klingsmed|47872
16280|E|Knecht||||||svärdfejare|42150;42078
16324|Johan|Koch||||||bössmed, urmakare|47845;40191;40327
16338||Koch||||||Löjtnant|45470
16349|Salomon|Koninck|1609 - 1656|1609|1656|Amsterdam|Nederland|Konstnär|14147;23241
16356|Anton|Konrad||||||konstsmed|41098
16411|Masayoshi|Kunitomo-Matashirou||||||stockmakare|53866
16424|Arvid Fredrik|Kurck||||||Friherre|60273
16427|Knut|Kurck||||||friherre|14183
16457|Jakob|Kosters||||||Vapenhandlare|41178
16465|Augustinus|Kotter||||||bössmed|52822
16468|Sergej Vladimirovitj|Koudacheff||||||prins|14137
16473|Johann|Krach||||||bössmed|42805
16484|David von|Krafft||||||konstnär|37722;21926;21864
16491|Otto|Krag|||||||24356
16492|Georg Günther|Kraill von Bemeberg|||||||21992;23518;23522;23525;23520;23526;23507;23512;23513;23515;23516
16508|Ivan Mafeevitj|Krasnoschtjekov||||||brigadgeneral, fälthetman|46268
16545||Kretly||||||guldsmed|37954;37992
16549|Leopold|Kreutz||||||svärdfejare|42182
16565||Kristina av Sverige||1573|1625|||drottning|43859;52177
16586|Julius (Johan J Ferdinand)|Kronberg||||||konstnär|18677;18676;18448;18451;18566;18565;18498;18399;18037;18516;18385;18393;18325;18266
16587|Rolf|Kronberg|||||||18451
16598|von|Krosigk||||||ryttmästare|45470
16614|Christina Nilsdotter|Krumme||||||fru|16423
16617|Hans|Krusbart||||||brukspatron|42295
16635|Johan Henrik|Kröger||||||Danslärare|37700
16676|Josef|Leja|||||||16005
16696|Charles|Lancaster|1800 c - 1847+|1800|1847|London|Storbritannien|bössmed|40537;40735
16704||Levertin||||||konsthandlare|39831
16727||Levrard||||||pipsmed|40470
16731|Van der|Ley||||||pappersmakare|55142
16751|Eliseus|Libaerts||||||guldsmed|62746;62753;28247;62747;62755;62754;62757;62751;62740;62741;62742;62759;62758;62748;62749
16795|G|Le'ke'gian & Co||||||Fotograf|9780;9779;9961;9970;9973;9997
16797|Francois Laurent|Le Languedoc||||||bössmed|46568
16802|Sebastian|Lellij||||||guldsmed|68494;56377
16809||Lemaitre||||||guldsmed|38067
16816||Lemchen||||||fröken|55965
16825||Ouizille Lemoine Fils Successeurs||||||juvelerare|38081
16844|Torsten|Lenk||||||Fil.dr|37269;53477
16902||Karl VIII Knutsson Bonde av Sverige||||||kung|60048;45171
16903||Karl V||||||kejsare|62721
16904||Karl X Gustav av Sverige|*8.11.1622|1622||Nyköpings hus|Sverige|kung|56638;55851;41752;64061;42561;42562;42871;62148;56814;53409;55872;58539;41898;42765;67990;42763;41455;41454;55873;55570;46242;53715;56234;41456;40783;36980;55955;36461;41928;52829;56375;42752;42751;55992;44047;36505;36504;36507;36506;36979;36503;55847;55867;56007;42563;56004;58011;41724;55843;53428;50268;39933;39632;69081;63932;42969;48182;48183;68489;68488;55558;39847;39846;58000;55882;46540;46541;55887;54022;48163;63928;53435;57997;53635;45561;45560;45565;45567;59370;62119;41582;47220;53332;55563;40192;57867;50203;55957;48150;55950;55953;47001;45572;44483;59369;67897;55408;55407;53285;53611;53614;41237;53617;53267;53266;67899;68048;55861;68046;68045;53518;48410;55949;42558;37707;43783;67901;55148;55414;39609;59980;66063;56014;67989;67988;56010;67986;67903;68050;55878;55879;41977;68051;53504;58203;41978;47348;68054;68052;68056;48136;68053;21421;62163;62161;58207;41451;41453;41452;54080;55572;47279;59585;47277;53692;47274;53694;42882;56376;64010;55846;55845;55844;55948;55842;53476;56008;47358;41581;62150;54580;47350;47351;55963;32333;47699;42572;42571;40817;43790;42560;40819;55875;55567;54579;40814
16905||Karl XI av Sverige|*24.11.1655|1655||Stockholms slott|Sverige|kung|56639;64783;61211;45742;58228;44350;54362;40394;38547;42680;42683;41540;42685;40659;42687;42686;40654;64784;40656;40657;42568;40097;40652;54119;45929;53698;40395;56959;40397;40396;40399;40398;56956;40550;45432;43785;54269;42947;56086;42948;44239;42688;47678;41653;40653;53717;47230;53711;42692;54122;42690;42691;38554;54126;42694;42699;33056;42681;36461;45421;37427;39629;54114;45427;42753;47445;54115;47440;53522;56242;55582;45930;55581;67415;61230;42918;53709;53707;37695;53700;39628;53423;42689;48177;53424;53621;62615;53622;53624;54132;40099;41087;41084;42752;40650;41089;40651;40845;40844;44502;40846;47435;47437;47439;45457;40095;42682;61052;61051;42585;44481;59444;61228;45670;46496;45672;57265;55553;55552;55554;60892;67447;60007;53435;39850;60008;53636;46034;43995;40643;40821;39121;46033;21925;41980;53332;53330;56103;47688;40658;40400;66047;54098;54640;54641;52432;40644;39699;54095;47168;43786;40175;56288;45431;54153;60016;40649;39421;42569;45960;36735;39615;39611;39612;39613;53272;53289;52980;39422;55407;40686;40685;40684;40683;40682;40681;40176;53614;44303;53616;42840;40655;39530;40667;40666;40661;52167;40687;39538;53519;45643;40669;40668;61715;37708;53421;54120;40173;46198;67905;53375;62819;67626;40174;67625;62810;40172;40676;40677;55878;40675;40672;40673;40670;67904;39529;40674;53615;38569;37572;45798;42016;55577;40585;40586;40855;41457;52423;44386;41458;42668;44152;42881;55578;56488;53476;40327;36756;40089;40191;40647;62152;40403;40402;40898;40648;42684;54123;47692;45959;39522;38570;41085;42841;45441;42953;42952;42678;42679;43796;53328;42676;42677;40660
16906||Karl XII av Sverige|*27.6.1682|1682||Stockholms slott|Sverige|kung|53355;21864;53311;53310;43960;53568;53356;53563;53561;53566;53567;53564;53565;48890;69006;21926;53306;53307;53304;56804;49589;53419;45428;53392;40834;42753;61060;53569;42045;53542;55528;47717;45829;52575;40435;53627;67801;42186;52980;36685;41931;64911;67677;42960;48760;46497;60892;67797;53537;53530;67798;67799;53336;53334;56459;56103;67433;53354;53357;62341;53351;67435;37550;44084;44087;49578;49577;67800;63755;53444;49571;39618;39619;41855;39617;45969;45968;53323;53634;53326;53329;53287;53285;53346;53344;53345;53340;53617;53596;53595;39533;53518;53374;61715;37255;52026;64926;53467;53463;53460;39874;53275;48421;53502;42250;32692;41685;45418;39676;52426;42927;52422;57396;52583;53470;53471;53474;53369;53366;53362;53579;53578;41575;53348;53571;53573;53575;53574;32683;53585;53586;53587;53580;53581;53582
16924|S M|Larsson||||||Herr|39729;39891;39730
16979|J|Larsson||||||Skomakare|63954
16996|Carl Axel|Löwenhielm||||||greve|40610
17032||Karl XIII av Sverige(-Norge)|*7.10.1748|1748||Stockholm|Sverige|kung|63763;53557;53465;58032;53377;53547;53548;46464;22283;41176;53277;57525;68111;53452;53524;62619;41974;66067;40138;40146;46465;42582;44355;47686;37027;47685;42239;45927;53318;39489;39763;63956;44175;55647;57226;57395;42583;39161;42584;42585;48760;43850;42944;55512;40273;55193;65861;67873;42960;54068;53459;67877;53413;43816;43992;69754;53454;53338;53405;42023;49842;43005;37707;54069;53298;53384;53808;47087;53523;41422;41159;39490;40877;44200
17033||Karl XIV Johan av Sverige-Norge|*26.1.1764|1764||Pau|Frankrike|kung|53318;46537;33683;69152;53313;46620;41950;46634;36668;39462;39108;70218;53557;53556;66151;36595;39245;53300;45597;38608;22164;39472;22169;24666;62136;37052;62132;38422;56248;36612;46037;41464;42044;53546;53547;53548;62619;51694;39408;43355;42853;38409;37027;41312;43749;42218;41467;46638;41422;45756;53430;45688;37030;38531;42307;46640;17301;44200;45666;45667;66281;66280;46468;69110;46467;46466;53465;64101;38420;46868;53524;38424;24752;45764;42239;53280;42332;53342;42802;41694;53459;42799;53452;53456;53454;42245;67881;67884;44394;63546;63545;53425;41976;32590;49849;41043;44257;37065;43357;37779;44259;66663;42305;42578;42266;44229
17034||Karl XV av Sverige-Norge|*3.5.1826|1826||Stockholms slott|Sverige|kung|40470;47619;40201;47548;47487;57290;54211;56528;58914;53482;69795;42997;39181;40351;40519;43233;39329;58204;49838;42160;46146;55010;37027;41036;36687;37343;38393;57731;53252;42319;49014;42335;49179;42316;37954;63994;63996;58916;70371;36931;46846;64378;45139;49569;37448;37446;70366;40471;36933;37034;38346;62171;46136;37303;37180;42158;41035;41034;41033;46155;46154;42088;36934;37330;36936;42156
17041||Kühnlentz||||||bössmed|54365
17053|George|Kynoch||||||ammunitionstillverkare|68605;68607;68606
17063|Wilhelm|Kåge|||||||13453;13475;13476;13363;13365;13366
17064|Carl|Kåre||||||silversmed|40881
17075|Joachim|Kändler (Kandler, Kaendler)||||||skulptör|17441;16693;16688;16689;17454;17453;17556;17464;17463;17462;17461;17460;17455;17408;17471;17395;17400;17401;17394
17101|Caspar|König||||||guldsmed|45164;42746
17111|Hans Christoffer von|Königsmarck||||||greve, riksråd|21416;32631;32632
17114|Beata Elisabet von|Königsmarck||||||grevinna|24374
17134|Johan Herman|Köster||||||bagarmästare|17135
17137|Christoph|Labert||||||stensnidare|36781
17138|Johann Caspar|Labert||||||stensnidare|36781
17157|Isaac de|La Chaumette||||||Vapenkonstruktör|39497
17160|de|La Collombe||||||svärdfejare, bössmed|50123
17163||La Couture (Cousture, Descoutures)||||||bössmed|46515;41540
17216|J. A|Lagergren||||||kapten|60275;51457;40957;56867
17220|Alfred C H T|Lagerheim|1843-10-04 - 1924-05-23|1843|1924|||Generaldirektör|69796;37120
17222|Per Gustaf|Lagerholm||||||pistolsmed|51098
17223|Charlotte (Christina C.)|Lagerheim|1811-07-16 - 1889-06-29|1811|1889|||Stiftsjungfru|39176
17227|Johan Elias|Lagerheim|1839-10-30 - 1926-05-21|1839|1926|||Kapten|51107
17256|Carl Robert|Lamm||||||ingenjör|43889;46214;63505;37695;63509;16426;42017;45157;43835;42335;44328;46266;46265;11529;43877;40954;45161;63479;16423;39093;46704;42950;45156;43821;46598;43797;45158
17273|Marie Isabelle Gabrielle Angelique de|Lamotte-Houndancourt|||||||24474
17274|Francoise Angelique de|Lamotte-Houndancourt||||||hertiginna|24470
17299|M U|Lind|||||||56939
17312|Adolf Johan|Lindberg||||||konstnär, professör|37270;37272;37273;37262
17313|Carl Johan|Lindberg||||||kapten|37244;45627
17315|Oscar|Lindberg|1887-01-01 - 1962-12-31|1887|1962|||kammartjänare|47009
17319|Josef|Lindberg||||||bössmed|54731;69826;54709;55316;55009;55304
17348|Hjalmar|Lundbohm||||||Disponent, fil.dr|37142
17350|August|Lundeberg||||||brukspatron|45802
17351|Knut|Lundeberg||||||forstmästare|45802
17359|Christoffer|Lundell||||||bagare|17135
17360|L D|Lunderberg|||||||37244
17362|C H|Lundgren||||||Antikhandlare|40213;53866;47506
17364|Ludvig Persson|Lundgren||||||konstnär, gravör|38337;37779
17401|Antonius|Lange||||||damaskerare|59362;59361
17423|Vicenso|Lanse (Lancetti)||||||pipsmed|42840
17434|Michael de|la Pierre||||||bössmed|27110
17454||Large||||||Konstnär|11504
17459|Guy|Laroche||||||Skräddare|48432
17492|J|Lattes||||||guldsmed|37948;37952;37947
17504|Joh.|Lauer|||||||43741
17562|Johan Albrecht|Lavilette||||||stensnidare|36781
17603|Anton Vincenz|Lebeda|1797* - 1857+|1797|1857|Prag|Tjeckien|bössmed|48782;40351
17628|Jean Nicolas|Le Clerc||||||pipsmed|40351;39484
17629|Jean|Le Clerc||||||pipsmed|42950
17630|Nicolas|Le Clerc||||||hovpipsmed|42950;45642
17639|Jean|Le Clerc||||||bössmed, pipsmed|40186
17645|Louis|Le Conte||||||bössmed|40174
17647||Le Court||||||svärdfejare|46473
17652|Jean|Le Couvreux (Lécoourreur)||||||bössmed|49003;40097
17669||LeDuc||||||Skräddare|48200
17671|Henry|Lee||||||Master of the Armouries|58642;58643;58646;58644;58645;58648
17678|Anthonis|Leemans||||||konstnär|48173
17692|Eugène Gabriel|Lefaucheux||||||Vapentillverkare|70194;41220
17709|Johan Peter|Lefren (Lefvrén)||||||general|42243;42182
17741|Gottfried|Leigebe (Leygebe)||||||svärdfejare, stålsnidare|41917
17745|Tobias|Leij (Ley) d.y.||||||brodör|53270;53360;68033;55647;55646;53440;53437;55839
17746|Tobias|Leij (Ley, Leuw) d.ä.||||||brodör|53627;52167
17748|Carl Victor|Leijonhufvud||||||hovmarskalk|39176
17752|Augustin|Leijonsköld||||||Landshövding|39530;39529
17842|Jean|Le Page||||||hovbössmed|42239
17860|Kristian Arvid|Linning||||||skulptör|21969;13821
17891|A|List||||||Urmakare|36565
17906|A U|Littorin||||||Handlare|60257;61023;60307
17907||Leopold I||||||kejsare|39510
17913|Ivan|Livkosjin|||||||44088
17924|Carl Gustav|Löwenhielm||||||Generallöjtnant|37304
17935|Rudolph|Lepke||||||konsthandlare|14138
17957||Le Sage||||||bössmed|39484
18001|Kunz (Konrad)|Lochner||||||harnesksmed|50404;62721;62723;63359;62733;62732;62731;62736;62728;62727;62730;62722;63365;62734;62711;62710;62712;62715;62714;62717;62716
18014|Carl Leonard|Lode||||||överste|42794
18021|Jan Cornelisz.|van Loenen|1621 - 1643|1621|1643|Utrecht|Nederland|Konstnär|14158
18047|R|Londius||||||konstnär|24929
18060||Le Sage||||||Livskräddare|67848
18086|Maria|Leszczynska||||||drottning|23001
18109|J|Leumas||||||urmakare|37658
18125|de|Leuw||||||herr|49309
18135|Adam (Ludvig Carl)|Lewenhaupt|*5.12.1861|1861|||Sverige|Överstekammarherre|37146;36987
18139|Sten Casimir|Lewenhaupt||||||greve, överste|65743;46039
18146|Gustav Fredrik|Lewenhaupt||||||greve|54120;53343;53363
18156|Mauritz|Lewenhaupt||||||greve|24349
18177|Hans|Liebenberg||||||pärlstickare|57265
18188|Caspar C|Liendenberg||||||silversmed|50075;50074
18201|Hans Henrik von|Liewen||||||greve, riksråd|42263;42262
18204|Gustaf Rutger von|Liewen||||||friherre|54079;53808;54068;54069
18214|Carl|Lilja||||||guldsmed|45889
18227|Carl Gustaf|Liljedahl||||||hovdamaskör|42222;46466;46468;46140;42192
18239|Axel Ludvig|Liljencrantz||||||major, friherre|42057
18255|Johan Fredrik|Lilliehöök||||||generalmajor|44275
18258|Sebastian|Lillie||||||juvelerare|68494
18261|Nils|Lillienanckar||||||viceamiral|39533
18276||Lillja||||||Löjtnant|39533
18285|Jacques|Linard||||||konstnär|31110
18330|Emma|Lindberg|||||||13477
18333|Adolf Fredrik|Lindblad||||||kompositör|37130
18334|Axel Jakob Israelsson|Lindblom||||||Ärkebiskop|38279
18336|A|Lindblad||||||Hovskräddare|67436
18352|August|Lindell||||||besiktningsrustmästare|42184
