<!--From: kuenstler_1.2.csv -->
''wikipedia-link'' is used for descriptive texts whereas creator is a creator template on commons and ''commoncat'' is a relevant category on commons.

Set commonsconnection of irrelevant events to "-". Note that creator is only relevant for artists

===kueId|frequency|name|wikipedia-link|creator|commoncat===
*365|2|Ahasverus,|||
*36480|2|Smith & Wesson (Vapentillverkare)|||
*36221|2|Kungl. Räntekammaren,|||
*3570|2|Cecilia Renata av Polen (drottning)|||
*35561|2|Örebro gevärsfaktori (Vapentillverkare)|||
*35023|2|Kembel (Skomakare)|||
*33946|2|La Royale,|||
*33825|2|Frimurarorden (Ordenssällskap)|||
*33548|2|Carl Gustafs stads gevärsfaktori (Vapentillverkare)|||
*33346|2|Fabrica Reale do Toledo (Vapentillverkare)|||
*33124|2|Bielke, grevliga ätten nr 29,|||
*33037|2|Bagaresällskapet i Stockholm,|||
*32978|2|Artilleria Fabrica Nacional (Vapenfabrik)|||
*3284|2|Johan Peter af Billbergh,|||
*32511|2|Adrian Zingg (konstnär, 1734-1816) S:t Gallen - Leipzig, Schweiz - Tyskland|||
*32453|2|B Zetri (solfjädersfabrikant)|||
*32312|2|Melchior Wurmbrand (friherre)|||
*32063|2|Daniel Vogelsang, Fogelsang (bössmed)|||
*32038|2|Vivier (bössmed)|||
*31961|2|Carl Johan af Wirsén (viceamiral)|||
*31950|2|Johannes Wirsberg (Wirsberger) (klingsmed)|||
*31948|2|Peter Wirsberg (Weiersberg) (klingsmed)|||
*31941|2|Arvid Virgin (Konteramiral, 1757-1840) Gränna, Sverige|||
*31650|2|Bror Pehr Wigert (fänrik)|||
*31496|2|Claes Janszon Visscher (kartograf)|||
*313|2|Pieter Aertsen (Konstnär, 1508-1575) Amsterdam, Holland|[[:sv:Pieter Aertsen]]|[[Creator:Pieter Aertsen]]|[[:Category:Pieter Aertsen]]
*31257|2|Wimmerkrantz (Wimerkrantz) (Svärdfejare)|||
*31219|2|Vertumnus (Vortumnus),|||
*31180|2|Gunnar G:son Wennerberg,|||
*31143|2|Johan Samuel Veit (Weit, Feit) (svärdfejare)|||
*3112|2|Jöns Jakob Berzelius (friherre, professor)|||
*31116|2|Johan Lorenz Weiss (konstnär, gravör)|||
*3111|2|Elisabet Berzelius f. Poppius (friherrinna)|||
*3101|2|Johan Bertram d.ä. (klingsmedsmästare)|||
*30861|2|Alexander Wilson (bössmed, pistolsmed)|||
*30577|2|Jeremias Wallbom (guldsmed)|||
*30514|2|Juan Valero (Valeri) (knivsmed)|||
*30506|2|Albert Valentin (Skräddare)|||
*30500|2|Elvira Waldow (konstbrodös)|||
*30411|2|J A Utterbeck (hattstofferare)|||
*30369|2|Mattias Alexander von Ungern-Sternberg (friherre, fältmarskalk, 1689-1763) Äs, Sverige|||
*30326|2|Eva Elisabet Ugglas f. von Hermansson (grevinna)|||
*30311|2|Johan Gustaf Uggla (Landshövding)|||
*3022|2|Bernhard av Sachsen-Weimar (hertig)|||
*30053|2|William W Tranter (bössmed)|||
*29974|2|Wahrberg (kommendörkapten)|||
*29965|2|Jonas Wahlström (Hovskräddare)|||
*29915|2|Claes Åkesson Tott (fältmarskalk, greve)|||
*29840|2|Frantz Ulrich (bössmed)|||
*29778|2|Thomas Tompion (urmakare)|||
*29721|2|George Moses Thurkle (svärdfejare)|||
*2967|2|Pieter Brueghel d.y. (Konstnär, 1564-1638) Bryssel - Antwerpen, Belgien|||
*29498|2|Ernst Philip Thoman (bildhuggare, 1760-1833)|||
*29197|2|Claes Gustaf Adolf Tamm (friherre, överståthållare)|||
*29164|2|Jacques Edmond Turbiaux (bössmed)|||
*29004|2|Lars Mattias Svensson,|||
*28987|2|Johan Svengren (klingsmed)|||
*28949|2|Maria Elisabet Swartz (svärdfejaränka)|||
*28935|2|Jacob Dircxz de Swart (sköld-och etuimakare)|||
*28838|2|Anton Niklas Sundberg (Ärkebiskop)|||
*28638|2|Paul Telge (guldsmed)|||
*28627|2|Esaias Tegnér (skald, professor)|||
*28535|2|Israel Adolf af Ström (hovjägmästare)|||
*28326|2|Johan Abraham Stiernschantz (Överste, landshövding)|||
*28307|2|Francoise Madeleine Claude St. Géran f. de Warignes (grevinna)|||
*28148|2|Johan M:son Stamfelt (knekt)|||
*27987|2|Johan Springer (bössmed)|||
*27977|2|F A von Sporck (riksgreve, ståthållare)|||
*2781|2|Guillaume Berleur (Beurleur) (bössmed)|||
*27773|2|Southall (bössmed, pistolsmed)|||
*27732|2|Erik Hansson Soop (överste)|||
*27654|2|Johan Stenbock (greve, överste)|||
*27647|2|Fredrik Magnus Stenbock (greve, major)|||
*276|2|Georg Adlersparre (Statsråd)|||
*27463|2|Cornelius Alexander Sjöcrona (notarie)|||
*27462|2|Cornelius Alexander Sjöcrona (överste)|||
*27420|2|Johan Siöblad (friherre, generalfälttygmästare)|||
*27369|2|Jànos Simor (kardinal)|||
*27342|2|Abraham Simon (Konstnär)|||
*2732|2|Johan Bergenhielm (friherre, ambassadör)|||
*27113|2|Sehali (harneskmakare)|||
*26997|2|Jacob Schwarzkopf (Skomakare)|||
*26888|2|Georg Engelhardt Schröder (konstnär)|||
*26813|2|Schnitzspahn,|||
*26733|2|Moses Söderström (apotekare)|||
*26728|2|Olof Johan Södermark (Överstelöjtnant)|||
*26622|2|Georg Christian Sibbern (Statsminister)|||
*26565|2|Sharaf Ullah Mizger (klingsmed)|||
*26530|2|Nils Helge Ture Settman (notarie)|||
*26346|2|Casper Schiel (Schil,Schel) (bössmed)|||
*26339|2|Gregorius Schick (Chique, Sihick) (guldsmed)|||
*26327|2|Birgitta Scherzenfeldt (fru)|||
*26224|2|Johann Zacharias Scheibe (krukmakare)|||
*26134|2|Conrad Sauerwald (solfjädermakare)|||
*25992|2|Claes Samuel Sandels (generalmajor)|||
*25806|2|Verner Rölefink (Hovmålare)|||
*25488|2|Agnes Ulrika Rosensvärd (fröken)|||
*25460|2|H G Rosenberg (Hattmakare)|||
*2545|2|Peter Binoit (Konstnär, 1590-1632)|||
*25364|2|Otto von Sack (överste)|||
*2530|2|John Bennett (Bössmed, svärdfejare, stockmakare)|||
*25288|2|Roland, "A l'epée de Roland" (svärdfejare)|||
*25022|2|Pierre Robert (pipsmed)|||
*25020|2|Antoine Robert (bössmed, pipsmed)|||
*24933|2|Thomas Ritter (pipsmed)|||
*24775|2|Eugen von Rosen (greve, överceremonimästare)|||
*24735|2|Thomas Richards (bössmed)|||
*24604|2|Johan Gustaf Renat,|||
*24586|2|Anton Reitterer (guldsmed)|||
*24572|2|Peter Reinicke (skulptör)|||
*24482|2|Gotthard Mauritz von Rehausen (friherre)|||
*24242|2|Torolf Prytz (Arkitekt)|||
*24227|2|C Prost (guldsmed)|||
*24145|2|Jean Jacques Prevost (guldsmed)|||
*2413|2|Wilhelm Bendix (Grosshandlare)|||
*23979|2|Ernst Reinhold von Post (Major)|||
*23966|2|Göran Gustafsson Posse (greve)|||
*23963|2|Gustaf Posse (friherre)|||
*23885|2|H Ponscarme,|||
*23785|2|Carl-Erik von Platen (friherre, 1.hovstallmästare)|||
*23699|2|Francois Pirmet (Piremet, Pirnel, Pirmel) (bössmed, svärdfejare)|||
*23626|2|Carl Fredrik Piper (greve, president, 1700-1770)|||
*23448|2|Caroline Pflaum (Fröken, 1816-1909) Nürnberg - Södertälje, Tyskland - Sverige|||
*23332|2|Theophilus Richards (bössmed)|||
*2331|2|Beetz (tillbehörstillverkare)|||
*23280|2|Rainkin (bössmed)|||
*23119|2|Cornelis "Brusco" "Satyro" van Poelenburgh (Poelenborch) (Konstnär, 1586-1667) Utrecht, Nederland|||
*23089|2|Andreas Peter (stålsnidare)|||
*23088|2|Johann Peter (bössmed)|||
*22993|2|Francois Peniet (pistolsmed)|||
*22780|2|Lorens Pasch d.y. (Konstnär, 1733-1805) Stockholm, Sverige|||
*22705|2|Johann Georg Platzer (konstnär, 1704-1761) Österrike|||
*22615|2|Elias Palmros (gardist)|||
*22546|2|Paul Paindevlé (pistolsmed)|||
*22437|2|Friedrich Ostermann (bössmed)|||
*22216|2|M Petit (harnesksmed)|||
*22156|2|Johannes Ollich (klingsmed)|||
*22138|2|Sven Johan Oldevig (kapten)|||
*22136|2|Henrik Jan Antoni Raedt van Oldenbarnevelt,|||
*22100|2|Anna Elisabeth Nybom f Sundberg (brodös)|||
*22029|2|R A Nordlund (kronotorpare)|||
*21939|2|William Perry (pistolsmed)|||
*21912|2|Gavrila Permjakov (Permiakof,Permjak) (bössmed)|||
*21876|2|Gustaf Göran Gabriel Oxenstierna (greve, ceremonimästare, 1793-1860) Värnbergs gård, Sverige|||
*21772|2|Jungen Nippes (klingsmed)|||
*217|2|Jacques Adam (bössmed)|||
*21693|2|Adriaen van Nieulandt (konstnär)|||
*21524|2|Sven Adolf Norling (Överdirektör)|||
*214|2|Adalbert av Bayern (prins)|||
*21369|2|Gudmund Nystrand (bössmed)|||
*21301|2|Regina Naef-Martin (fru)|||
*21300|2|Samuel Naef (värdshusvärd)|||
*21276|2|Gustaf Fredrik Mörner (greve, general)|||
*21059|2|Valentin Platonovic Mussin Puschkin (rysk minister, greve)|||
*20852|2|Moritz av Oranien (prins)|||
*20842|2|Johannes Moritz (hovbössmed)|||
*20824|2|Johan Georg Morgenroth (bössmed)|||
*20800|2|Antonio Moreta (Moreta,Moreti,Moretti,Moretto) (bössmed)|||
*2073|2|Manuel Bascaran (pipsmed)|||
*20486|2|I Ch Mniszech (grevinna)|||
*20435|2|Knut Gottlieb Michaelsson (brukspatron, 1841-1915) Stockholm, Sverige|||
*20275|2|Georg (Göran, Görgen,) Metzger (bössmed)|||
*20229|2|Sigurd Adolf Gustafsson Nauckhoff (civilingenjör)|||
*20130|2|Felix Meier (Meyer) (bössmed)|||
*19997|2|Mayer (Skomakare)|||
*19850|2|G Miller (bössmed)|||
*19837|2|Helena Militz (Melits) (pärlstickarehustrun)|||
*19590|2|Abraham Martin (konstnär, gravör)|||
*19360|2|Martin Meijtens (Mijtens) d.ä. (konstnär)|||
*19195|2|Nils Malmqvist (Skomakare)|||
*19162|2|Isaac Malmborg (guldsmed)|||
*19049|2|Ingolf (Gustaf Kristian I) Lönnberg (lasarettsläkare, 1867-1930) Karlshamn, Sverige|||
*18781|2|Erik Lundberg,|||
*18761|2|Johan Lund (Löjtnant)|||
*18614|2|Pierre Joseph Malherbe dit Goffontaine (bössmed)|||
*18452|2|Waldemar Lindström,|||
*18446|2|N O Lindström,|||
*18435|2|Nils Felix August Lindskog (marinläkare)|||
*18352|2|August Lindell (besiktningsrustmästare)|||
*18334|2|Axel Jakob Israelsson Lindblom (Ärkebiskop)|||
*18333|2|Adolf Fredrik Lindblad (kompositör)|||
*18330|2|Emma Lindberg,|||
*18276|2|Lillja (Löjtnant)|||
*18261|2|Nils Lillienanckar (viceamiral)|||
*18258|2|Sebastian Lillie (juvelerare)|||
*18239|2|Axel Ludvig Liljencrantz (major, friherre)|||
*18201|2|Hans Henrik von Liewen (greve, riksråd)|||
*18177|2|Hans Liebenberg (pärlstickare)|||
*18086|2|Maria Leszczynska (drottning)|||
*1800|2|Nanna Bagge (sömmerska)|||
*17957|2|Le Sage (bössmed)|||
*17741|2|Gottfried Leigebe (Leygebe) (svärdfejare, stålsnidare)|||
*17709|2|Johan Peter Lefren (Lefvrén) (general)|||
*17629|2|Jean Le Clerc (pipsmed)|||
*17423|2|Vicenso Lanse (Lancetti) (pipsmed)|||
*17360|2|L D Lunderberg,|||
*17220|2|Alfred C H T Lagerheim (Generaldirektör, 1843-1924)|||
*1692|2|Alfonso XIII av Spanien (kung)|||
*16696|2|Charles Lancaster (bössmed, 1800-1847) London, Storbritannien|||
*16635|2|Johan Henrik Kröger (Danslärare)|||
*16545|2|Kretly (guldsmed)|||
*16473|2|Johann Krach (bössmed)|||
*16468|2|Sergej Vladimirovitj Koudacheff (prins)|||
*16349|2|Salomon Koninck (Konstnär, 1609-1656) Amsterdam, Nederland|||
*16277|2|Knauer (guldsmed)|||
*16261|2|Carl Klinteberg (Skomakare)|||
*16049|2|Jakob von Kettler av Kurland (Hertig)|||
*15978|2|Johann Balthasar Keller (bössmed)|||
*15974|2|Kelb Ali; Kalb 'Alî Isfahânî (klingsmed (flera))|||
*15899|2|Anders David Kaufmann (pistolsmed)|||
*15843|2|Karl Oskar Vilhelm Fredrik av Sverige (prins)|||
*15836|2|Karl av Hessen-Kassel (lantgreve)|||
*15834|2|Karl Gustav av Sverige (prins, 1782-1783)|||
*15751|2|Hans (Jan) Kaluza (stockmakare)|||
*15709|2|Edouard Kahlert (Hovantikvarie, antikhandlare, 1850-1931) Eisenach - Berlin, Tyskland|||
*15617|2|Carl Reinhard Kirschbaum (klingsmed, revolvermakare)|||
*15529|2|Wolffgang Kilian (konstnär)|||
*1543|2|August Fredrik av Holstein-Gottorp (Furstbiskop)|||
*15|2|Aldrovande,|||
*14913|2|Marianne Jakobsson (överstinna)|||
*14909|2|Theodor Jakobsson (överste, styresman AM, 1863-1952) Stockholm, Sverige|||
*14886|2|Johannes Jaeger (Jäger) (hovfotograf)|||
*14867|2|Nicolas Jacques (Konstnär)|||
*14415|2|Johannes Hult (bössmed, bonde)|||
*14412|2|Anselm van Hulle (konstnär, 1601-1674)|||
*1440|2|Jeremiah Ashley (guldsmed, bössmed)|||
*14313|2|Horrmann (bössmed)|||
*14239|2|Israel Israelsson (herr)|||
*14238|2|Israel Israelsson (herr)|||
*14230|2|Ismael Pascha (pascha)|||
*14214|2|Astrid Horn af Åminne f. Wawrinsky (grevinna)|||
*14201|2|Henrik Horn af Kanckas (friherre, fältmarskalk)|||
*14200|2|Evert Horn af Kanckas (fältmarskalk)|||
*14199|2|Claes Fredrik Claesson Horn af Åminne (greve, major)|||
*14067|2|Johan Jönsson Holm (guldsmed)|||
*14005|2|Carl Hofverberg (konstnär)|||
*13915|2|Erik G:son Hjort (jägmästare, 1832-1922) Råsta, Kisa, Sverige|||
*13902|2|Hjelm (Löjtnant)|||
*13789|2|Zacharias Herold (bössmed)|||
*13612|2|Carl Gottfrid von Helvig (Helwig) (generalfälttygmästare)|||
*13587|2|Petter Hellström (instrumentmakare)|||
*13586|2|Karl Petter Hellström (instrumentmakare)|||
*1340|2|Arndt (guldsmed)|||
*134|2|Amundsen (Major)|||
*13381|2|Carl Johan Hederstierna (generalmajor)|||
*13380|2|Carl Fredrik W Hederstierna (Landshövding)|||
*13359|2|Hugo Hedberg (Intendent, bankdirektör)|||
*13357|2|Louis Alexander Hedberg (Ryttmästare, 1888-1937) Bjärsjölagård, Sverige|||
*13356|2|Willem, Claesz Heda (Konstnär, 1594-1679) Haarlem, Nederland|||
*13077|2|Rasmus Harboe,|||
*12959|2|Hanan,|||
*12668|2|Wilhelm Heineman,|||
*1262|2|Olof (Olav, Oluff) Berggren (pistolsmed)|||
*12616|2|Effie Hegermann-Lindencrone,|||
*12490|2|Leopold Harzé (bössmed)|||
*12337|2|Karl Hagström (herr)|||
*12278|2|Hacksell (kapten)|||
*12079|2|Anders Gustafsson (Pistolsmed)|||
*12028|2|Domenico Guisasola (låssmed)|||
*11944|2|Aegidius Gsell (bössmed, 1589-)|||
*11855|2|C Grohnwald, Gronwald (bössmed)|||
*11748|2|Hannas von Gredow,|||
*11668|2|Jan van Goyen (Konstnär, 1596-1656) Leyden - Haag, Nederland|||
*11495|2|Per Olof Glenne (herr)|||
*114|2|Johan Fredrik Aminoff (Friherre)|||
*11289|2|Wolfgang Halbig (bössmed)|||
*11263|2|Jan Griffier (Konstnär, 1652-1718) Amsterdam - London, Holland - England|||
*11172|2|Wilhelm (Fredrik W Gustaf) von Geijer (Ryttmästare)|||
*10880|2|J C Fyrwald (gulddrager)|||
*10832|2|Gottfried Funk (bössmed)|||
*10785|2|Gustaf Erik Frölich (Landshövding)|||
*10662|2|Lars Grandel (medaljgravör)|||
*10600|2|L J J Ghaye (bössmed)|||
*10419|2|Fredrika Amalia av Holstein-Gottorp (hertiginna)|||
*10384|2|Claudio Franzini (svärdfejare)|||
*10380|2|Johan Otto Franzen,|||
*10282|2|Paolo Francese (låssmed)|||
*10252|2|Joseph Fouché d'Otrante (hertig, 1759-1820) Frankrike|||
*10102|2|Carl Harald Follin (ryttmästare)|||
*10068|2|Eduard Foehr (guldsmed)|||
*9983|1|Sofia Maria Fleetwood (Friherrinna, 1884-)|||
*9982|1|Harder Georg Fleetwood (Grosshandlare, 1846-1925)|||
*9977|1|Elisabet Ida Fleetwood (Friherrinna, 1887-1946)|||
*9975|1|Beata Sofia Fleetwood, f. Leuhusen (Friherrinna, 1869-1927)|||
*9890|1|Friedrich II von Hessen-Homburg (lantgreve)|||
*9889|1|Elias Fiigenschoug (konstnär)|||
*9853|1|Nicolaus Fichtner (bössmed)|||
*9838|1|Simon Feylner (Feilner),|||
*9801|1|Andrea Ferrara (klingsmed)|||
*9797|1|Louis Constantin Feron (guldsmed)|||
*9792|1|Torsten Fernlöf (guldsmed)|||
*9726|1|Johan von Feilitzen (Major)|||
*9716|1|Johan Feichtinger (juvelerare)|||
*9713|1|Regina Elisabeth Fehrman,|||
*9708|1|Georg Fehr (bössmed)|||
*9707|1|Lars Fegier,|||
*9676|1|Melchior Faust (guldsmed)|||
*9641|1|Fant (domprost)|||
*9604|1|Gabriel Falkenberg (greve, president)|||
*9514|1|Jakob Hallardt (svärdfejare)|||
*9396|1|John Ewerlöf (Byråchef)|||
*9388|1|Evans,|||
*9361|1|Eugenia av Sverige (prinsessa, 1830-) Stockholms slott, Sverige|||
*9340|1|Fritsch,|||
*9330|1|Petter Frisk (Karl XII),|||
*9283|1|Friedrich-Christian av Brandenburg-Bayreuth (markgreve)|||
*9259|1|Pedro Esteva (bössmed)|||
*9249|1|Pavel von Essens (Major)|||
*9208|1|Brynjulf Gerlaksson (Biskop)|||
*9140|1|Carl Carlsson von Essen (Major, 1887-1947) Säbylund, Sverige|||
*9113|1|Hanns Caspar Escher (bössmed)|||
*9044|1|Erik av Sverige, Hertig av Västmanland (prins, 1889-) Stockholms slott, Sverige|||
*9033|1|Anders Ericsson (hattmakare)|||
*8934|1|Francisco Antonio García (bössmed)|||
*8900|1|Johan Fjäderlöf (Fiäderlöf) (låssmed)|||
*8841|1|Carl Johan Fagerberg (Skomakare)|||
*8736|1|Adam Elsheimer (konstnär)|||
*8729|1|Sven Elofsson (sekreterare)|||
*8712|1|A R Elliot (Överstelöjtnant)|||
*8710|1|Harald Otto Elliot (kapten)|||
*8699|1|Georg Elisaroff (Elisarasvili) (klingsmed)|||
*8678|1|Anders Ekegren (bössmed)|||
*8677|1|Ekegren (Lakej, portier)|||
*8615|1|Carl Eickhorn (svärdfejare)|||
*8570|1|Augustin Ehrensvärd (greve, fältmarskalk)|||
*8548|1|Gillis Edenhielm (Generalmajor)|||
*8452|1|Georg Carl von Döbeln (friherre, general)|||
*8430|1|Albrecht Dürer (konstnär, 1471-1528) Nürnberg, Tyskland|||
*8302|1|Berlea? Dumarest (bössmed)|||
*8201|1|Iddekinge van Drogershorst,|||
*8172|1|Christoph Dressler (Drechsler, Dreshler, Drexler) (bössmed)|||
*8102|1|Jakob van der Doordt (konstnär)|||
*8071|1|Hans Domnerus (bössmed, 1750-) Sandseryd, Sverige|||
*8011|1|James Dixon (tillbehörstillverkare)|||
*7928|1|Ingebrigt Eggan,|||
*7883|1|Jonas Edlund (silversmed)|||
*7788|1|Kaspar Dinckels (bössmed)|||
*7718|1|Elisabeth av Spanien (drottning)|||
*7715|1|Pieter Janssens Elinga (Konstnär, 1623-1682) Amsterdam, Nederland|||
*7694|1|Jacob Heinrich Elbfas (konstnär)|||
*765|1|J W Andersson (Konstnär, gravör)|||
*7648|1|Axel Eklund (husgerådsmästare)|||
*7594|1|Claude De Laval (Överstelöjtnant, 1589-1646) Sverige|||
*7569|1|Beata De la Gardie (friherrinna)|||
*7305|1|Danner ? (bössmed)|||
*7299|1|Danner ? (Danner04) (bössmed)|||
*7261|1|Jakob Danckwardt-Lillieström (ryttmästare)|||
*7252|1|Irene Dana (modeskapare)|||
*7248|1|Gille Damour, Damou (bössmed, ålderman)|||
*7066|1|Desmouchettes (klingsmed)|||
*704|1|Arent Arentz "Cabel" (Konstnär, 1585-1635) Amsterdam, Nederland|||
*7|1|Heinrich Aldegrever (konstnär, gravör)|||
*6969|1|Domenico Cravanzola (hovguldsmed)|||
*6960|1|Lucas Cranach (Konstnär, 1472-1553) Kronach - Weimar, Tyskland|||
*67004|1|Fredrik Wilhelm Engblom (Guldsmed)|||
*6699|1|Alexander Cooper (Konstnär)|||
*66981|1|Carl August Fredrik Åkerhielm af Blombacka (Friherre, 1855-)|||
*66978|1|Carl Fredrik Hellström (Attaché, jur. kand., 1890-) Helsingfors, Finland|||
*66970|1|José Argaiz y Vildosola (Chargé d'affaires)|||
*66935|1|Marie Billman (Fröken)|||
*66485|1|Johan Herman (Livskräddare)|||
*66229|1|Emma Kongsböll (Konstnär)|||
*65949|1|Joseph William Rubidge (konstnär, 1802-1827)|||
*65948|1|Francis Burton (doktor)|||
*65704|1|Maison Lattes, L. Rosen & Cie (guldsmedsfirma)|||
*6556|1|Fortunato Lazarino Cominazzo (pipsmed)|||
*6522|1|Rudolf Colloredo (greve, fältmarskalk)|||
*6437|1|Joseph Deop (bössmed)|||
*6397|1|(Alfred) Henrik de Maré,|||
*6393|1|John Cuff (optiker)|||
*6383|1|Johan Jespersson Cruus af Edeby (kammarråd)|||
*6307|1|Collins (svärdfejare)|||
*62270|1|Hewich inventor,|||
*6167|1|Nils Dacke (bondeledare)|||
*6027|1|Olof Carl Bengt Claudelin,|||
*6021|1|Isak Gustav Clason (Arkitekt, 1856-1930) Falun - Rättvik, Sverige|||
*5841|1|Chevalier,|||
*5718|1|Jean-Francois Chaleier (bössmed)|||
*5716|1|de Chaladar (greve)|||
*5638|1|Olof Carlsson Cederström (friherre)|||
*5628|1|Rudolf (Carl Olof) Cederström (Överintendent)|||
*5619|1|Carl Gustaf Rudolf Cederström (Kabinettskammarherre)|||
*5618|1|Carl Emanuel Cederström (Kaptenlöjtnant)|||
*5520|1|Samuel Cavallin (Ryttmästare, 2:e kornett)|||
*5458|1|Olof Persson Cassmyr (Kassmyr, Cassimir) (pipsmed)|||
*5454|1|N E Cassel,|||
*54234|1|Goos, Abraham; Enden, Josua van den; Keere, Pieter van der; Savery, Salomon; Hamersvelt, Evert Symonsz; Rogiers, Salomon; Janson, Johann,|||
*540|1|D R F Antommarchi (doktor)|||
*5332|1|Diego de Caias (svärdfejare, damaskör)|||
*5286|1|Börjesson (pastor)|||
*5246|1|Nils Bäckström,|||
*5232|1|Seved Bååt (Riksskattmästare)|||
*517|1|Alessandro Algardi (skulptör)|||
*5142|1|Richard Butler (lord)|||
*508|1|Alexander I av Ryssland (tsar)|||
*5046|1|H. van der Burgh (Konstsamlare)|||
*49374|1|Birgitta,|||
*4917|1|Theodor de Bry (gravör)|||
*4913|1|N G Bruzelius (rektor)|||
*4899|1|Hervor Brusewitz (sömmerska)|||
*47512|1|Hornius, Georg; (död 1670),|||
*4678|1|Gomer Brunius (Dr)|||
*4638|1|Hugo Brouwer,|||
*4617|1|Emilia Broomé,|||
*4599|1|Brigg (silversmed?)|||
*4527|1|Claes Breitholtz (Överstelöjtnant)|||
*4512|1|Bartholomeus Breenbergh (Konstnär, 1599-1659) Deventer - Amsterdam, Nederland|||
*4471|1|Carl Fredrik Braunerhielm (Kammarherre)|||
*4444|1|Marten van Cleve (Konstnär, 1527-1581) Antwerpen, Belgien|||
*44124|1|Roias, Johannes de,|||
*4385|1|Manon Bunel f. Buteux,|||
*4284|1|Joakim Brahe,|||
*4281|1|Elsa Beata Pfalz-Zweibrücken, f. Brahe (Grevinna)|||
*4274|1|Aurore Vilhelmina Brahe f. Koskull (grevinna)|||
*4270|1|Per (Peder) Brahe (greve)|||
*4261|1|Ebba Brahe g De la Gardie (grevinna)|||
*4231|1|Arnoldt Brach (klingsmed)|||
*414|1|August III av Polen-Sachsen (kung, kurfurste)|||
*41235|1|Rue Thiroux (porslinsfabrik)|||
*41113|1|Jeanette Stenbock,|||
*4104|1|Herman von Cappel (överste)|||
*40996|1|C J Buls (guldsmed)|||
*40905|1|Wrangel af Salmis (grevliga ätten nr  13)|||
*4057|1|Eudal Camps , Cams (bössmed)|||
*40149|1|Richard & Quesnel (Konstgjutare)|||
*3967|1|Hieronimus Borstorffer (Parstorffer, Borsdorffer, Borstdorffer) (stockmakare)|||
*39660|1|Ströms skofabrik,|||
*39565|1|Miller & Co,|||
*39084|1|Halldins ateljé (reklamateljé)|||
*3905|1|Gerard ter Borch (Terborch) (Konstnär, 1617-1681) Zwolle - Deventer, Nederland|||
*39033|1|Guyot-Germain-Dechazelle (Textilfabrik)|||
*38518|1|Kinnekulle församling, Forshems kyrka (Församling)|||
*3757|1|Ethel Bolinder f. Chantrey Johnson (konsulinna)|||
*37527|1|Yttergrans församling (Församling)|||
*3742|1|Erik Bolin (herr)|||
*37214|1|Utredningsförrådet (Militärförråd)|||
*37187|1|Museum Gustavianum (Uppsala universitets museum för nordiska fornsaker) (Museum)|||
*37184|1|Uppsala domkyrkoförsamling (Församling)|||
*37134|1|Töjhusmuseet (Museum)|||
*37117|1|Tylenc (firma)|||
*37099|1|Tureholmsrustkammaren (rustkammare)|||
*37055|1|Tretorn (gummifabrik)|||
*36976|1|Susterbek gevärsfabrik (Vapenfabrik)|||
*3686|1|Maerten Boelema de Stomme (konstnär)|||
*36844|1|Tania (Skomakeri)|||
*36580|1|Statskontoret,|||
*3655|1|Michel Boche (tillbehörstillverkare)|||
*36400|1|Skara stift (Stift)|||
*36341|1|Setroretsk Gevärsfabrik (Süsterbeck),|||
*36329|1|Sébah & Joaillier,|||
*36277|1|Salstakopisten,|||
*36271|1|Sala silvergruva (Bergslag)|||
*36148|1|Rimmel E (solfjädersmakare)|||
*35942|1|Norrtälje faktori (Vapentillverkare)|||
*35847|1|Newcastle Company Ltd,|||
*35577|1|Stora rustkammaren (rustkammare)|||
*35469|1|Mästaren med slotten (stockmakare)|||
*35251|1|Kunstindustrimuseet Oslo (Museum)|||
*35039|1|Kungl. Flottan,|||
*34931|1|Jägerskiöld,|||
*34925|1|Jäders bruk (järnbruk)|||
*34682|1|Modern Skoateljé,|||
*34666|1|Luna (Lindahl & Nermark),|||
*34655|1|Livrustkammaren (museum)|||
*34632|1|Loden-Frey (Skrädderi)|||
*3442|1|A G Blomgren (pistolsmed)|||
*3434|1|Samuel Blomberg (guldsmed)|||
*34236|1|La Diadema, Gathmann H.nos,|||
*34220|1|Gamba,|||
*34113|1|Kungl. Husgerådskammaren,|||
*3398|1|Nils Björsell (fotograf)|||
*33903|1|Haandvaabenvaerkstedene (Vapentillverkare)|||
*33902|1|Hütendorffer (Huetendorffer) (ammunitionstillverkare)|||
*33884|1|Hurrell (Skomakeri)|||
*33665|1|Damer på Södermalm,|||
*33528|1|Börre & Lorenzen & Co (Skrädderi)|||
*33356|1|Fabrique Royale de Herzberg (Vapentillverkare)|||
*33256|1|Fisch & Cie,|||
*33131|1|Bing & Gröndahl (porslinsfabrik)|||
*32683|1|C O Öberg,|||
*32672|1|Anna Emilia Ädelgren (fröken)|||
*32640|1|Petter Åkerman (guldsmed)|||
*32637|1|Nils Åkerman (klingsmed)|||
*3261|1|C B Bignolli (bössmed)|||
*32604|1|Sven Åberg (bössmed)|||
*32595|1|Benjamin Zöffel (Zeffel, Scheffel) (bössmed)|||
*32592|1|L Zällner (tryckare)|||
*32519|1|Johannes Zizka,|||
*32477|1|G Ziegler (klingsmed)|||
*3247|1|Eva Bielke (grevinnan, 1706-) Stockholm, Sverige|||
*32457|1|Christoffer Zetterberg (klingsmed)|||
*32452|1|Afanasij Zetnikow (kosack)|||
*32424|1|Carl Zeiss (optiker)|||
